id_municipio,nome_municipio,sigla_uf,bioma_predominante,n_focos,risco_fogo_medio,frp_medio,dias_sem_chuva_medio,precipitacao_media,centroide_lat,centroide_lon
3523404,Itatiba,SP,Mata Atlântica,64,0.8092,12.229,14.36,2.110,-23.024005,-46.799728
5205000,Carmo do Rio Verde,GO,Cerrado,64,0.8458,34.989,11.29,1.750,-15.380868,-49.714235
2312601,São Luís do Curu,CE,Caatinga,64,0.9720,21.422,46.05,0.000,-3.665104,-39.264390
2607752,Itapissuma,PE,Mata Atlântica,63,0.6827,13.989,,0.048,-7.757643,-34.912774
2610301,Paranatama,PE,Caatinga,63,0.9660,6.352,29.65,0.251,-8.906554,-36.719158
2910008,Dário Meira,BA,Mata Atlântica,63,0.7573,7.552,15.43,0.028,-14.377082,-39.947781
4304200,Candelária,RS,Mata Atlântica,63,0.5237,7.271,3.17,0.160,-29.716762,-52.749437
4128534,Ventania,PR,Mata Atlântica,63,0.4992,6.902,7.37,1.475,-24.187070,-50.228777
3105400,Barão de Cocais,MG,Mata Atlântica,63,0.8543,25.157,18.08,0.386,-19.832201,-43.490803
3533700,Ocauçu,SP,Mata Atlântica,63,0.8030,17.803,8.95,0.573,-22.389466,-49.934456
3534302,Orlândia,SP,Cerrado,63,0.8866,36.352,14.07,0.088,-20.731420,-47.914043
3117603,Conceição do Pará,MG,Cerrado,63,0.8679,7.032,15.48,0.235,-19.753985,-44.858325
4218400,Treze de Maio,SC,Mata Atlântica,63,0.4036,4.973,4.40,0.240,-28.563944,-49.143587
4301875,Barra do Quaraí,RS,Pampa,63,0.8765,16.781,3.67,0.127,-30.143405,-57.343161
3157252,Santa Bárbara do Leste,MG,Mata Atlântica,63,0.8203,10.135,9.21,1.074,-19.959716,-42.109919
3140605,Materlândia,MG,Mata Atlântica,63,0.6998,15.546,32.41,0.927,-18.430252,-43.019521
3539202,Pirapozinho,SP,Mata Atlântica,63,0.4617,59.895,5.11,0.482,-22.565637,-51.708128
3146305,Padre Paraíso,MG,Mata Atlântica,63,0.8168,11.633,27.79,0.013,-17.040960,-41.538232
3140555,Mata Verde,MG,Mata Atlântica,63,0.7689,8.184,21.90,0.553,-15.755745,-40.706053
3165008,São Tiago,MG,Mata Atlântica,63,0.7765,8.992,9.56,0.710,-20.913721,-44.566087
3113305,Carangola,MG,Mata Atlântica,63,0.7680,6.352,12.10,0.096,-20.707599,-42.129850
3553500,Tapiraí,SP,Mata Atlântica,63,0.6474,12.051,10.05,0.215,-23.898462,-47.529388
3159506,Santa Rita do Itueto,MG,Mata Atlântica,63,0.8257,6.627,26.70,0.829,-19.397380,-41.396188
4112504,Jardim Alegre,PR,Mata Atlântica,63,0.6688,5.148,4.89,0.428,-24.196321,-51.780322
3518206,Guararapes,SP,Mata Atlântica,62,0.7078,20.175,7.97,0.846,-21.202247,-50.664186
2506103,Fagundes,PB,Caatinga,62,0.9097,9.361,19.40,0.035,-7.378094,-35.783845
2611903,Rio Formoso,PE,Mata Atlântica,62,0.9354,6.878,15.46,0.283,-8.682527,-35.194694
2918555,Jussari,BA,Mata Atlântica,62,0.8855,11.716,17.95,0.504,-15.104993,-39.494499
4319000,São Marcos,RS,Mata Atlântica,62,0.0780,8.056,3.02,0.088,-28.966108,-51.040545
3300456,Belford Roxo,RJ,Mata Atlântica,62,0.6809,2.261,,2.065,-22.712784,-43.352901
5003751,Eldorado,MS,Mata Atlântica,62,0.6355,7.173,9.82,2.177,-23.676133,-54.252967
3171303,Viçosa,MG,Mata Atlântica,62,0.8310,6.005,12.68,0.024,-20.735429,-42.888996
2924058,Pé de Serra,BA,Caatinga,62,0.9824,7.621,23.66,0.358,-11.858225,-39.598732
4301651,Barão,RS,Mata Atlântica,62,0.0772,5.163,4.81,0.044,-29.394929,-51.473311
2907608,Central,BA,Caatinga,62,0.9745,8.060,32.42,0.044,-11.169962,-42.142792
4125407,São José da Boa Vista,PR,Cerrado,62,0.7387,25.485,5.85,0.894,-23.984460,-49.665308
3302809,Mendes,RJ,Mata Atlântica,62,0.8674,5.223,5.68,0.208,-22.528563,-43.731952
3102407,Alvorada de Minas,MG,Mata Atlântica,62,0.6562,11.094,14.69,0.284,-18.782421,-43.361203
5200050,Abadia de Goiás,GO,Cerrado,62,0.9375,7.513,21.74,0.870,-16.781083,-49.423775
3159605,Santa Rita do Sapucaí,MG,Mata Atlântica,62,0.7423,6.425,9.05,1.546,-22.247165,-45.689497
3139706,Maravilhas,MG,Cerrado,62,0.8784,15.913,14.02,0.562,-19.519192,-44.700738
2912707,Ibirapitanga,BA,Mata Atlântica,61,0.3933,10.772,11.77,0.127,-14.023555,-39.452770
3521200,Iporanga,SP,Mata Atlântica,61,0.3290,6.282,5.74,1.277,-24.585185,-48.545189
3305752,Tanguá,RJ,Mata Atlântica,61,0.9545,8.013,10.46,0.070,-22.784977,-42.724472
2503902,Camalaú,PB,Caatinga,61,0.9029,5.810,25.34,0.228,-7.867911,-36.774336
2413557,Serrinha dos Pintos,RN,Caatinga,61,0.9961,11.969,62.30,0.069,-6.116026,-37.972496
4100509,Altônia,PR,Mata Atlântica,61,0.6919,52.243,6.38,0.885,-23.921911,-54.000766
3534203,Orindiúva,SP,Mata Atlântica,61,0.7902,16.766,3.93,0.161,-20.246342,-49.339746
4210308,Major Vieira,SC,Mata Atlântica,61,0.2388,5.125,5.50,0.549,-26.497053,-50.362955
3122603,Dom Joaquim,MG,Mata Atlântica,61,0.5300,8.690,10.82,1.327,-18.886195,-43.242393
4207205,Imaruí,SC,Mata Atlântica,61,0.3233,6.056,4.48,0.831,-28.208962,-48.843882
3128204,Guaraciaba,MG,Mata Atlântica,61,0.7133,7.392,10.52,1.708,-20.546048,-43.055287
3112109,Caparaó,MG,Mata Atlântica,61,0.6171,5.516,7.74,0.224,-20.532014,-41.955051
4200200,Agrolândia,SC,Mata Atlântica,61,0.1048,11.041,3.61,0.213,-27.457487,-49.813651
2900207,Abaré,BA,Caatinga,61,0.9813,7.567,29.25,0.032,-8.722049,-39.234361
3552700,Tabatinga,SP,Cerrado,61,0.2675,45.618,3.31,0.929,-21.674652,-48.635525
3137908,Lamim,MG,Mata Atlântica,61,0.8367,6.322,7.38,0.042,-20.768190,-43.485196
3130556,Imbé de Minas,MG,Mata Atlântica,61,0.9408,56.552,7.31,0.271,-19.626905,-41.938271
3149903,Perdões,MG,Mata Atlântica,61,0.9142,7.310,7.82,0.549,-21.077412,-45.049595
3541901,Queluz,SP,Mata Atlântica,61,0.5969,8.164,10.98,2.432,-22.550691,-44.752139
3544400,Rubiácea,SP,Mata Atlântica,61,0.9849,69.062,7.52,0.015,-21.307965,-50.748798
2921005,Mata de São João,BA,Mata Atlântica,60,0.6675,5.369,9.07,1.441,-12.472181,-38.168238
2511004,Pedra Branca,PB,Caatinga,60,0.8475,10.963,15.16,0.426,-7.452584,-38.081379
2612471,Santa Cruz da Baixa Verde,PE,Caatinga,60,0.8119,11.180,9.57,0.624,-7.852649,-38.183025
2502300,Bom Sucesso,PB,Caatinga,60,0.8557,10.532,40.85,1.218,-6.499218,-37.960526
2929503,São Sebastião do Passé,BA,Mata Atlântica,60,0.9685,6.783,10.88,0.015,-12.524669,-38.547866
2501708,Barra de São Miguel,PB,Caatinga,60,0.9110,6.258,58.95,0.090,-7.663286,-36.296047
5002001,Batayporã,MS,Mata Atlântica,60,0.7108,24.907,5.30,0.433,-22.446962,-53.194794
2914901,Itacaré,BA,Mata Atlântica,60,0.4205,8.505,7.53,0.164,-14.342338,-39.166751
4210704,Matos Costa,SC,Mata Atlântica,60,0.0700,8.345,5.07,0.716,-26.473565,-51.159271
2410603,Rafael Godeiro,RN,Caatinga,60,0.7552,8.573,35.77,2.279,-6.089518,-37.730497
2908804,Contendas do Sincorá,BA,Caatinga,60,0.9156,7.832,24.98,0.197,-13.820118,-41.082691
4215604,Santa Rosa de Lima,SC,Mata Atlântica,60,0.0614,7.422,3.56,0.405,-28.010772,-49.183623
2925931,Quixabeira,BA,Caatinga,60,0.9749,10.963,15.00,0.241,-11.402190,-40.112038
4110607,Iporã,PR,Mata Atlântica,60,0.5247,8.217,4.17,0.589,-24.052351,-53.717543
2901106,Amélia Rodrigues,BA,Mata Atlântica,60,0.9040,8.322,10.83,0.046,-12.430929,-38.715156
4209854,Lindóia do Sul,SC,Mata Atlântica,60,0.0349,7.257,4.81,0.133,-27.043273,-52.035453
3514700,Echaporã,SP,Cerrado,60,0.9203,31.020,15.20,0.713,-22.443397,-50.144816
3517901,Guaraci,SP,Mata Atlântica,60,0.1610,9.875,1.53,3.321,-20.343008,-49.009322
2304806,Granjeiro,CE,Caatinga,60,0.9280,32.980,14.48,0.066,-6.922143,-39.267938
3103009,Antônio Dias,MG,Mata Atlântica,60,0.8072,19.968,24.25,0.649,-19.582423,-42.914293
3552106,Socorro,SP,Mata Atlântica,60,0.9002,9.995,13.67,0.108,-22.621842,-46.460079
3138674,Luisburgo,MG,Mata Atlântica,60,0.7175,14.288,13.42,0.251,-20.440202,-42.088817
3139508,Manhumirim,MG,Mata Atlântica,60,0.8614,11.378,10.77,0.509,-20.353039,-41.950721
3129806,Ibirité,MG,Mata Atlântica,60,0.9346,7.343,11.77,1.160,-20.020352,-44.066474
3550803,São Sebastião da Grama,SP,Mata Atlântica,60,0.9360,13.172,18.32,0.059,-21.738690,-46.806132
3162559,São João do Manhuaçu,MG,Mata Atlântica,60,0.8347,8.178,12.26,0.171,-20.379553,-42.156484
2512507,Queimadas,PB,Caatinga,59,0.8441,7.781,15.14,0.110,-7.398446,-35.914278
,AUGUSTO SEVERO,RN,Caatinga,59,0.8314,7.849,19.93,0.907,-5.946013,-37.319412
2911006,Floresta Azul,BA,Mata Atlântica,59,0.8191,7.098,16.41,1.400,-14.850593,-39.721286
2600906,Amaraji,PE,Mata Atlântica,59,0.9293,5.800,26.13,0.451,-8.371472,-35.461615
2509602,Monte Horebe,PB,Caatinga,59,0.9459,30.414,22.33,0.008,-7.203761,-38.542940
2405603,Jardim de Piranhas,RN,Caatinga,59,0.7505,6.578,20.00,1.055,-6.308982,-37.278205
2211605,Vila Nova do Piauí,PI,Caatinga,59,0.9546,16.392,52.96,0.790,-7.184901,-40.925915
4214409,Rio das Antas,SC,Mata Atlântica,59,0.0603,17.256,4.12,1.044,-26.894260,-51.094986
4122602,Rondon,PR,Mata Atlântica,59,0.7398,32.942,7.73,0.327,-23.503448,-52.845382
2703304,Inhapi,AL,Caatinga,59,0.9274,7.353,8.03,0.081,-9.241682,-37.726928
4213708,Pouso Redondo,SC,Mata Atlântica,59,0.2648,7.410,3.83,0.737,-27.319332,-49.966180
3527207,Lorena,SP,Mata Atlântica,59,0.8363,5.784,7.60,0.317,-22.754779,-45.104255
3305703,Sumidouro,RJ,Mata Atlântica,59,0.7868,14.112,6.27,1.483,-22.132293,-42.656451
3301108,Cantagalo,RJ,Mata Atlântica,59,0.7352,3.878,5.83,0.838,-21.864993,-42.279545
3141603,Mercês,MG,Mata Atlântica,59,0.7342,14.629,10.58,1.184,-21.160985,-43.324127
3122470,Dom Bosco,MG,Cerrado,59,0.6820,9.436,26.48,1.905,-16.750735,-46.301932
1702901,Axixá do Tocantins,TO,Cerrado,59,0.7167,16.419,4.54,0.146,-5.653471,-47.780348
3517307,Guaimbê,SP,Mata Atlântica,59,0.7412,30.124,9.85,2.179,-21.908977,-49.873646
3502705,Apiaí,SP,Mata Atlântica,59,0.3412,6.464,9.31,0.945,-24.441390,-48.858159
3109501,Cabo Verde,MG,Mata Atlântica,59,0.9095,6.995,7.49,0.332,-21.502547,-46.400656
5203559,Bonfinópolis,GO,Cerrado,59,0.9632,6.091,26.97,0.063,-16.592048,-48.996710
3154903,Rio Casca,MG,Mata Atlântica,59,0.9923,25.391,19.17,0.037,-20.136391,-42.673683
3525805,Júlio Mesquita,SP,Mata Atlântica,59,0.8280,32.964,4.03,0.266,-21.995308,-49.772462
2609402,Moreno,PE,Mata Atlântica,58,0.9233,7.989,30.18,0.038,-8.125126,-35.160593
2309805,Pacoti,CE,Caatinga,58,0.9862,12.736,63.09,0.000,-4.188958,-38.881861
2504207,Catingueira,PB,Caatinga,58,0.8288,12.484,17.17,0.250,-7.136395,-37.613479
3152303,Porto Firme,MG,Mata Atlântica,58,0.5685,8.584,10.12,0.457,-20.652655,-43.096787
2707206,Poço das Trincheiras,AL,Caatinga,58,0.9326,8.967,8.04,0.065,-9.308961,-37.287564
4206900,Ibirama,SC,Mata Atlântica,58,0.1090,6.871,4.67,1.334,-26.998400,-49.536605
3513009,Cotia,SP,Mata Atlântica,58,0.7208,12.084,10.53,1.291,-23.664453,-46.996939
2503001,Caaporã,PB,Mata Atlântica,58,0.8659,11.205,,0.082,-7.475119,-34.920826
2702504,Dois Riachos,AL,Caatinga,58,0.9698,8.418,10.28,0.287,-9.392747,-37.064739
4103701,Cambé,PR,Mata Atlântica,58,0.5320,5.698,4.83,1.094,-23.245361,-51.269609
3520707,Indiaporã,SP,Mata Atlântica,58,0.9036,34.679,15.88,0.361,-19.962874,-50.252831
4114203,Mandaguari,PR,Mata Atlântica,58,0.6229,7.835,5.38,0.718,-23.516394,-51.688573
2509305,Mataraca,PB,Mata Atlântica,58,0.8113,52.421,33.48,0.746,-6.560525,-35.045039
4101309,Antônio Olinto,PR,Mata Atlântica,58,0.2859,6.183,6.02,0.893,-25.926364,-50.098831
3158904,Santana do Manhuaçu,MG,Mata Atlântica,58,0.8679,13.622,10.48,1.659,-20.044685,-41.927066
4211108,Monte Castelo,SC,Mata Atlântica,58,0.0895,15.952,4.14,1.332,-26.646489,-50.259704
3121902,Divinésia,MG,Mata Atlântica,58,0.4795,4.011,7.39,1.995,-20.973628,-43.017860
2401701,Bom Jesus,RN,Caatinga,58,0.9870,6.816,28.59,0.004,-6.007271,-35.595233
3125408,Felício dos Santos,MG,Cerrado,58,0.5677,11.129,33.28,0.151,-18.123707,-43.237175
5107263,Santo Afonso,MT,Amazônia,58,0.5857,11.936,8.79,2.737,-14.469591,-57.294268
4101606,Arapoti,PR,Mata Atlântica,58,0.7032,7.043,7.26,0.245,-24.102064,-49.939658
3122009,Divino,MG,Mata Atlântica,58,0.7293,7.590,7.70,1.276,-20.578981,-42.180165
3512209,Conchal,SP,Cerrado,58,0.8700,7.911,10.15,0.034,-22.350975,-47.127396
4116406,Nossa Senhora das Graças,PR,Mata Atlântica,58,0.9828,31.086,2.97,0.242,-22.862687,-51.795349
3545605,Santa Adélia,SP,Mata Atlântica,58,0.9664,17.661,16.24,0.047,-21.296517,-48.800444
3505203,Bariri,SP,Mata Atlântica,58,0.9581,40.680,14.69,0.008,-22.048013,-48.745265
3551603,Serra Negra,SP,Mata Atlântica,58,0.9433,18.371,13.76,0.657,-22.598884,-46.721978
2603207,Caetés,PE,Caatinga,57,0.9407,6.484,18.31,0.301,-8.784629,-36.672668
2111201,São José de Ribamar,MA,Amazônia,57,0.7907,4.896,,0.062,-2.552198,-44.111266
2407708,Montanhas,RN,Caatinga,57,0.8779,11.342,64.93,5.838,-6.512300,-35.290129
3502101,Andradina,SP,Mata Atlântica,57,0.7804,25.982,9.81,1.260,-20.808982,-51.334316
4304689,Capela de Santana,RS,Pampa,57,0.2874,3.818,3.93,0.168,-29.689857,-51.339907
4215406,Salto Veloso,SC,Mata Atlântica,57,0.0548,27.091,7.44,0.129,-26.880587,-51.414697
5007703,Sete Quedas,MS,Mata Atlântica,57,0.5984,6.433,7.44,1.400,-23.843593,-55.081553
3115409,Catas Altas da Noruega,MG,Mata Atlântica,57,0.6005,6.249,11.70,0.380,-20.660735,-43.491602
5221502,Turvânia,GO,Cerrado,57,0.7802,31.377,33.07,4.360,-16.583703,-50.127565
3160702,Santos Dumont,MG,Mata Atlântica,57,0.7128,5.382,7.95,0.985,-21.453667,-43.534294
3135506,Jequeri,MG,Mata Atlântica,57,0.7761,8.611,12.14,0.742,-20.474203,-42.638725
3509403,Cajuru,SP,Mata Atlântica,57,0.8307,33.202,7.79,1.233,-21.255032,-47.320455
4311502,Lavras do Sul,RS,Pampa,57,0.4352,6.765,5.54,0.048,-30.840605,-54.032507
5200555,Alto Horizonte,GO,Cerrado,57,0.4870,10.668,4.75,2.068,-14.179237,-49.450523
2208601,Prata do Piauí,PI,Caatinga,57,0.9830,55.993,16.42,0.251,-5.696950,-42.184912
3145877,Orizânia,MG,Mata Atlântica,57,0.7545,6.367,10.64,0.757,-20.511104,-42.219079
3300225,Areal,RJ,Mata Atlântica,57,0.9095,10.811,14.02,0.193,-22.278039,-43.154832
2403806,Florânia,RN,Caatinga,56,0.9793,7.255,45.93,0.464,-6.152573,-36.819855
2911204,Gandu,BA,Mata Atlântica,56,0.4900,10.041,9.16,0.284,-13.769656,-39.482303
2608404,Jurema,PE,Mata Atlântica,56,0.8755,4.485,12.02,1.685,-8.740007,-36.151022
4309100,Gramado,RS,Mata Atlântica,56,0.1359,8.684,4.02,0.192,-29.423482,-50.898135
4217501,Seara,SC,Mata Atlântica,56,0.0691,10.000,4.20,0.208,-27.136301,-52.366647
2411502,Santo Antônio,RN,Caatinga,56,0.9696,10.138,35.18,0.110,-6.321830,-35.474201
2402709,Cerro Corá,RN,Caatinga,56,0.9764,7.577,67.76,0.061,-5.982932,-36.339651
2604908,Cumaru,PE,Caatinga,56,0.9908,5.995,23.15,0.024,-8.061185,-35.744106
3304151,Quissamã,RJ,Mata Atlântica,56,0.7815,4.864,4.00,0.869,-22.099251,-41.395744
3502200,Angatuba,SP,Cerrado,56,0.6264,12.261,4.98,0.090,-23.444163,-48.458808
3550209,São Miguel Arcanjo,SP,Mata Atlântica,56,0.5978,7.693,10.07,0.658,-23.885538,-48.068117
4104709,Carlópolis,PR,Mata Atlântica,56,0.8059,5.680,3.86,0.871,-23.431777,-49.674676
3202454,Ibatiba,ES,Mata Atlântica,56,0.7826,8.481,7.85,0.324,-20.255949,-41.546644
3100906,Águas Formosas,MG,Mata Atlântica,56,0.5769,4.516,30.25,0.096,-17.035092,-41.015994
3171105,Veríssimo,MG,Cerrado,56,0.5702,38.041,5.84,1.143,-19.610512,-48.350892
4120101,Porto Amazonas,PR,Mata Atlântica,56,0.5052,9.423,4.88,0.142,-25.527095,-49.885292
3533254,Novais,SP,Mata Atlântica,56,0.9327,40.622,16.34,0.609,-21.009478,-48.916364
3143609,Morro da Garça,MG,Cerrado,56,0.7991,25.741,13.04,1.134,-18.625019,-44.614858
3145109,Nova Resende,MG,Mata Atlântica,56,0.8007,3.575,8.50,3.000,-21.105527,-46.399750
5106273,Novo Horizonte do Norte,MT,Amazônia,56,0.4844,17.650,3.27,1.194,-11.363218,-57.294056
3108404,Botelhos,MG,Mata Atlântica,56,0.8817,5.746,5.56,0.654,-21.634683,-46.426063
3112406,Capetinga,MG,Cerrado,56,0.7686,8.477,17.68,1.594,-20.636407,-47.058177
3527900,Lutécia,SP,Cerrado,56,0.9689,73.312,6.82,0.358,-22.398402,-50.409632
3168408,Tarumirim,MG,Mata Atlântica,56,0.8660,7.111,22.65,0.141,-19.322834,-41.901148
2802908,Itabaiana,SE,Mata Atlântica,55,0.9067,5.002,9.29,0.050,-10.689057,-37.410049
2509404,Mogeiro,PB,Caatinga,55,0.7806,11.780,27.90,0.011,-7.293995,-35.509412
4302501,Bossoroca,RS,Pampa,55,0.1223,5.958,5.06,0.114,-28.735426,-54.937879
2614857,Tamandaré,PE,Mata Atlântica,55,0.7853,6.856,15.47,0.317,-8.742197,-35.212955
2928802,Santo Estêvão,BA,Caatinga,55,1.0000,4.431,9.59,0.081,-12.449794,-39.262287
4301800,Barracão,RS,Mata Atlântica,55,0.1192,6.411,5.39,0.373,-27.757379,-51.403617
2511400,Picuí,PB,Caatinga,55,0.9023,6.655,42.20,0.205,-6.482891,-36.302285
2932101,Ubaíra,BA,Mata Atlântica,55,0.6908,5.740,7.89,0.607,-13.302649,-39.705099
4208609,Jaborá,SC,Mata Atlântica,55,0.0264,7.598,5.13,0.680,-27.146208,-51.762745
2707800,Roteiro,AL,Mata Atlântica,55,0.9313,56.706,,0.278,-9.868733,-36.005571
3200904,Barra de São Francisco,ES,Mata Atlântica,55,0.8793,4.353,21.16,0.036,-18.633178,-40.817965
2914653,Itabela,BA,Mata Atlântica,55,0.8855,5.809,16.55,0.100,-16.637509,-39.546517
3148905,Pedra do Indaiá,MG,Mata Atlântica,55,0.8420,4.536,8.67,0.957,-20.312196,-45.211698
1300102,Anori,AM,Amazônia,55,0.1326,6.702,1.42,1.779,-3.937579,-61.856277
2916302,Itapebi,BA,Mata Atlântica,55,0.9656,8.756,15.98,0.002,-15.860363,-39.711518
3518602,Guariba,SP,Cerrado,55,0.9448,128.325,11.33,0.260,-21.350699,-48.207086
3503901,Arujá,SP,Mata Atlântica,55,0.8329,5.440,15.47,0.356,-23.390132,-46.331116
2502607,Igaracy,PB,Caatinga,55,0.9809,40.653,46.60,0.007,-7.142909,-38.156341
3109808,Cachoeira Dourada,MG,Mata Atlântica,55,0.7933,62.491,12.22,0.853,-18.523065,-49.503517
5206503,Cromínia,GO,Cerrado,55,0.9382,14.365,26.00,0.736,-17.247774,-49.355794
3554201,Tejupá,SP,Mata Atlântica,55,0.7911,19.189,5.40,0.092,-23.328845,-49.314430
3126802,Frei Gaspar,MG,Mata Atlântica,55,0.9056,13.773,33.89,0.155,-18.089253,-41.488344
5207352,Edealina,GO,Cerrado,55,0.9744,35.847,10.35,0.016,-17.529418,-49.782729
3164407,São Sebastião da Bela Vista,MG,Mata Atlântica,55,0.9575,5.256,8.56,0.302,-22.164148,-45.811503
2605509,Ferreiros,PE,Mata Atlântica,54,0.9421,33.259,57.60,0.138,-7.477666,-35.233212
4204202,Chapecó,SC,Mata Atlântica,54,0.1324,4.458,4.89,1.371,-27.111189,-52.641012
4311718,Maçambará,RS,Pampa,54,0.4569,23.709,4.31,0.148,-29.064352,-55.913512
2413805,Taboleiro Grande,RN,Caatinga,54,0.8004,9.524,45.92,0.429,-5.925346,-38.070240
3553856,Taquarivaí,SP,Mata Atlântica,54,0.5972,9.833,4.09,0.532,-23.984528,-48.622646
2907905,Cipó,BA,Caatinga,54,0.8656,11.939,9.17,0.186,-11.116130,-38.482803
4112702,Jataizinho,PR,Mata Atlântica,54,0.8717,13.459,8.37,0.754,-23.258284,-50.911400
4108007,Florestópolis,PR,Mata Atlântica,54,0.9208,36.800,10.72,0.091,-22.862986,-51.363558
4318804,São Lourenço do Sul,RS,Pampa,54,0.3959,3.687,3.72,0.375,-31.218121,-52.214482
3166006,Senhora de Oliveira,MG,Mata Atlântica,54,0.7579,10.939,6.44,1.383,-20.784431,-43.344039
3154150,Reduto,MG,Mata Atlântica,54,0.8665,9.951,8.54,0.071,-20.237711,-41.936452
3515905,Floreal,SP,Mata Atlântica,54,0.9491,35.183,9.81,0.134,-20.668035,-50.172229
2914802,Itabuna,BA,Mata Atlântica,53,0.6076,6.309,9.28,0.878,-14.858273,-39.304621
3556305,Valparaíso,SP,Mata Atlântica,53,0.6438,19.880,8.60,0.541,-21.250674,-50.988686
2807501,Tomar do Geru,SE,Caatinga,53,0.9681,6.796,10.23,0.049,-11.371426,-37.894590
2707602,Quebrangulo,AL,Mata Atlântica,53,0.8542,9.789,8.06,0.000,-9.324426,-36.474965
4216057,São Cristóvão do Sul,SC,Mata Atlântica,53,0.0885,29.343,5.45,0.329,-27.324871,-50.422801
2917102,Itororó,BA,Mata Atlântica,53,0.7768,7.562,23.58,1.274,-15.045425,-40.007129
2500734,Amparo,PB,Caatinga,53,0.9692,8.272,31.52,0.070,-7.571508,-37.045444
2513109,Salgado de São Félix,PB,Mata Atlântica,53,0.8469,6.826,44.58,0.025,-7.417586,-35.471215
4305173,Cerro Grande do Sul,RS,Pampa,53,0.1745,4.289,5.26,0.412,-30.577926,-51.756731
3144102,Muzambinho,MG,Mata Atlântica,53,0.8291,4.806,6.79,0.327,-21.375694,-46.542607
3533007,Nova Granada,SP,Mata Atlântica,53,0.6366,6.384,6.36,0.502,-20.441409,-49.326300
3126950,Frei Lagonegro,MG,Mata Atlântica,53,0.5764,20.687,25.60,0.297,-18.128770,-42.738376
3115458,Catuji,MG,Mata Atlântica,53,0.3725,22.130,15.04,1.209,-17.368543,-41.468627
1100254,Presidente Médici,RO,Amazônia,53,0.9157,11.383,6.06,1.213,-11.191422,-61.765037
2409506,Pedra Grande,RN,Caatinga,53,0.8398,3.757,41.00,0.522,-5.175201,-35.859022
1504000,Limoeiro do Ajuru,PA,Amazônia,53,0.1296,7.081,0.00,3.242,-1.933115,-49.496697
4219358,Vitor Meireles,SC,Mata Atlântica,53,0.1074,10.300,5.60,1.342,-26.823161,-49.819729
5213756,Montividiu,GO,Cerrado,53,0.8049,24.900,8.49,0.398,-17.231386,-51.125099
3114105,Carmo de Minas,MG,Mata Atlântica,53,0.7431,6.689,8.35,2.520,-22.100281,-45.173255
3304508,Rio das Flores,RJ,Mata Atlântica,53,0.9219,33.551,10.81,0.802,-22.185016,-43.533411
3515400,Fartura,SP,Mata Atlântica,53,0.9391,9.889,4.08,1.068,-23.445837,-49.496849
3101508,Além Paraíba,MG,Mata Atlântica,53,0.8537,8.696,9.77,0.393,-21.841922,-42.773140
3169000,Tocantins,MG,Mata Atlântica,53,0.7888,6.102,7.55,0.613,-21.177649,-43.041449
3511201,Catiguá,SP,Mata Atlântica,53,0.9613,30.040,14.28,0.000,-21.055662,-49.049607
2412708,São Pedro,RN,Caatinga,52,0.9316,8.681,30.80,0.008,-5.916110,-35.627433
2904902,Cachoeira,BA,Mata Atlântica,52,0.7531,8.608,,0.240,-12.630869,-38.901399
2402402,Carnaúba dos Dantas,RN,Caatinga,52,0.9898,7.415,26.78,0.000,-6.560737,-36.555137
4121604,Renascença,PR,Mata Atlântica,52,0.1648,6.171,4.50,1.448,-26.274516,-52.972374
2505709,Dona Inês,PB,Caatinga,52,0.9811,7.702,32.59,0.117,-6.596215,-35.614069
2916609,Itapitanga,BA,Mata Atlântica,52,0.8912,8.413,15.46,0.498,-14.478555,-39.638547
4202131,Bela Vista do Toldo,SC,Mata Atlântica,52,0.1375,7.308,5.27,1.161,-26.394070,-50.502429
3540408,Populina,SP,Mata Atlântica,52,0.6906,19.308,11.70,1.162,-19.916213,-50.477178
2915106,Itagi,BA,Mata Atlântica,52,0.7033,5.871,10.02,0.191,-14.147029,-40.029368
2703601,Japaratinga,AL,Mata Atlântica,52,0.9632,8.341,,0.346,-9.082853,-35.310651
2509370,Mato Grosso,PB,Caatinga,52,0.8065,9.746,32.54,1.744,-6.543393,-37.744445
2408805,Parazinho,RN,Caatinga,52,0.8817,12.543,78.40,0.927,-5.299066,-35.946698
3166501,Serra Azul de Minas,MG,Mata Atlântica,52,0.7410,22.124,59.29,0.322,-18.381690,-43.236357
3163003,São José da Safira,MG,Mata Atlântica,52,0.7908,19.525,12.08,0.153,-18.317996,-42.128361
5215256,Novo Planalto,GO,Cerrado,52,0.8502,17.794,25.54,0.521,-13.202071,-49.679097
3144904,Nova Módica,MG,Mata Atlântica,52,0.7859,5.887,23.78,2.057,-18.517503,-41.549275
3126505,Francisco Badaró,MG,Mata Atlântica,52,0.8153,10.202,27.02,0.433,-16.963057,-42.294468
2211357,Várzea Branca,PI,Caatinga,52,0.9798,12.610,38.13,0.000,-9.312543,-42.923275
3167004,Serranos,MG,Mata Atlântica,52,0.6432,16.117,8.04,0.799,-21.824297,-44.542908
3128006,Guanhães,MG,Mata Atlântica,52,0.6348,7.006,13.38,3.101,-18.747386,-42.864590
3134103,Itueta,MG,Mata Atlântica,52,0.9768,8.417,21.90,0.079,-19.375785,-41.147997
5101209,Araguainha,MT,Cerrado,52,0.6425,10.158,4.31,0.860,-16.722342,-53.085131
