id_municipio,nome_municipio,sigla_uf,bioma_predominante,n_focos,risco_fogo_medio,frp_medio,dias_sem_chuva_medio,precipitacao_media,centroide_lat,centroide_lon
5103254,Colniza,MT,Amazônia,42141,0.8151,67.237,7.64,0.653,-9.160572,-60.207402
2106706,Mirador,MA,Cerrado,38521,0.9677,39.615,17.22,0.149,-6.426128,-44.876085
1716208,Paranã,TO,Cerrado,33659,0.8827,25.571,34.94,0.279,-12.787208,-47.907596
2101400,Balsas,MA,Cerrado,30721,0.9504,38.887,19.11,0.269,-8.260447,-46.344200
1300144,Apuí,AM,Amazônia,27220,0.5772,85.936,6.57,0.755,-7.047017,-59.616223
2100501,Alto Parnaíba,MA,Cerrado,26362,0.9898,44.195,62.71,0.132,-9.536113,-46.158567
1711902,Lagoa da Confusão,TO,Cerrado,24354,0.8794,44.336,53.09,0.183,-11.067311,-50.206263
2211209,Uruçuí,PI,Cerrado,24025,0.9633,30.357,26.13,0.176,-7.655190,-44.591364
2911105,Formosa do Rio Preto,BA,Cerrado,23656,0.9558,51.410,49.28,0.171,-11.087319,-45.662406
2928901,São Desidério,BA,Cerrado,23548,0.9341,56.471,26.58,0.125,-12.760122,-45.204995
1702406,Arraias,TO,Cerrado,22468,0.9283,28.044,25.24,0.266,-12.809580,-47.048484
1708205,Formoso do Araguaia,TO,Cerrado,21688,0.9178,47.935,45.82,0.408,-12.042052,-50.263358
2902708,Barra,BA,Cerrado,21651,0.9845,67.149,94.46,0.072,-11.318136,-43.528657
2101608,Barra do Corda,MA,Cerrado,21339,0.8136,55.863,16.64,0.097,-5.573736,-45.221779
2104800,Grajaú,MA,Cerrado,20810,0.8603,45.348,17.07,0.213,-5.881957,-45.887270
2926202,Riachão das Neves,BA,Cerrado,20067,0.9788,41.368,44.06,0.048,-11.636879,-45.014981
1100205,Porto Velho,RO,Amazônia,19757,0.7477,42.086,6.68,0.775,-9.062020,-63.836515
1302405,Lábrea,AM,Amazônia,19739,0.6802,57.934,5.48,0.541,-9.031525,-65.874834
1712702,Mateiros,TO,Cerrado,19216,0.9508,43.553,46.85,0.159,-10.603496,-46.595176
5108907,Nova Maringá,MT,Amazônia,18383,0.7817,63.714,34.33,0.187,-12.823875,-57.044834
5107859,São Félix do Araguaia,MT,Amazônia,18329,0.8279,76.807,44.59,0.700,-11.586429,-51.764436
2203909,Floriano,PI,Caatinga,18191,0.9646,48.177,18.57,0.151,-7.063007,-43.057128
5205307,Cavalcante,GO,Cerrado,17597,0.8693,19.215,9.01,0.369,-13.533395,-47.758729
1507300,São Félix do Xingu,PA,Amazônia,17548,0.6401,27.856,5.95,1.026,-6.638451,-52.216793
1500602,Altamira,PA,Amazônia,17436,0.6120,40.261,12.00,1.257,-6.966261,-53.986268
5101407,Aripuanã,MT,Amazônia,17301,0.7842,61.413,12.01,0.932,-9.800292,-60.151595
5214606,Niquelândia,GO,Cerrado,17243,0.9026,18.756,14.90,0.204,-14.600874,-48.301550
2908101,Cocos,BA,Cerrado,17181,0.9757,59.109,46.45,0.124,-14.453198,-45.111594
5003207,Corumbá,MS,Pantanal,17045,0.7791,46.344,3.78,1.309,-18.784930,-57.346404
2201150,Baixa Grande do Ribeiro,PI,Cerrado,16879,0.9475,48.493,19.26,0.311,-8.473260,-45.142555
2202307,Canto do Buriti,PI,Caatinga,16842,0.7387,83.163,26.85,0.917,-8.167939,-43.225366
2103000,Caxias,MA,Cerrado,15123,0.8746,53.495,9.66,0.317,-4.867006,-43.251379
5106240,Nova Ubiratã,MT,Amazônia,15055,0.8270,77.805,25.41,0.446,-12.877472,-54.691508
1303304,Novo Aripuanã,AM,Amazônia,14701,0.6100,61.014,5.41,0.860,-6.567019,-60.396637
1712405,Lizarda,TO,Cerrado,14665,0.9588,37.042,31.07,0.140,-9.501480,-46.954222
1717503,Pium,TO,Cerrado,14651,0.8909,48.711,24.58,0.308,-10.297269,-50.112214
5213509,Monte Alegre de Goiás,GO,Cerrado,14362,0.9827,22.395,38.66,0.061,-13.384114,-47.006602
2101806,Benedito Leite,MA,Cerrado,14171,0.9274,34.666,20.04,0.150,-7.103243,-44.537775
1717909,Ponte Alta do Tocantins,TO,Cerrado,13970,0.9290,44.742,52.53,0.231,-10.761755,-47.271615
2104081,Fernando Falcão,MA,Cerrado,13710,0.9489,33.404,16.41,0.148,-6.192391,-45.296010
2917359,Jaborandi,BA,Cerrado,13685,0.9198,55.952,39.18,0.163,-14.094755,-45.487692
5106307,Paranatinga,MT,Cerrado,13548,0.7276,50.493,16.82,0.540,-13.542324,-54.184557
1709005,Goiatins,TO,Cerrado,13456,0.9526,22.787,19.70,0.147,-8.149660,-47.437744
2928406,Santa Rita de Cássia,BA,Cerrado,13331,0.8820,51.893,57.38,0.267,-10.938776,-44.544547
2209203,Santa Filomena,PI,Cerrado,13278,0.9865,41.494,32.13,0.082,-8.962590,-45.678909
1505809,Portel,PA,Amazônia,13246,0.5013,25.589,4.00,1.141,-2.847949,-50.705810
1504703,Moju,PA,Amazônia,12517,0.4395,34.137,4.85,1.377,-2.833694,-49.230641
1505486,Pacajá,PA,Amazônia,12391,0.6288,29.447,4.01,1.192,-3.581567,-50.465973
2105922,Lagoa do Mato,MA,Cerrado,12293,0.9772,45.572,16.49,0.107,-6.102203,-43.434532
1505106,Óbidos,PA,Amazônia,12266,0.6654,24.117,6.64,0.712,0.543307,-55.637259
2208908,Ribeiro Gonçalves,PI,Cerrado,12140,0.9476,34.113,16.85,0.173,-7.880580,-45.331869
2210631,Sebastião Leal,PI,Cerrado,11823,0.9837,51.965,41.28,0.103,-7.802166,-44.104970
5103106,Cocalinho,MT,Cerrado,11796,0.8326,58.673,9.89,0.957,-13.606113,-51.079985
5105580,Marcelândia,MT,Amazônia,11736,0.4276,45.131,26.95,0.665,-10.954095,-54.015837
2109502,Riachão,MA,Cerrado,11039,0.8817,32.172,12.99,0.475,-7.664218,-46.657860
2909406,Cotegipe,BA,Cerrado,10899,0.9813,53.316,14.00,0.128,-11.645286,-44.294927
1718758,Rio Sono,TO,Cerrado,10839,0.8886,31.720,28.08,0.562,-9.655566,-47.585867
1302702,Manicoré,AM,Amazônia,10821,0.6396,57.271,6.24,0.875,-7.601461,-61.543460
2110807,São Félix de Balsas,MA,Cerrado,10609,0.9451,24.034,22.86,0.309,-7.081411,-44.878146
2102804,Carolina,MA,Cerrado,10556,0.8663,32.226,10.45,0.294,-7.467864,-47.134603
5102603,Campinápolis,MT,Cerrado,10225,0.9722,31.719,19.49,0.205,-14.387971,-53.163615
5101803,Barra do Garças,MT,Cerrado,10200,0.9113,28.065,45.33,0.288,-15.425519,-52.558437
2102309,Buriti Bravo,MA,Cerrado,10107,0.9655,48.704,15.29,0.164,-5.778020,-43.828511
2100303,Aldeias Altas,MA,Cerrado,9894,0.9157,77.362,10.79,0.305,-4.489086,-43.345695
2103505,Colinas,MA,Cerrado,9779,0.9551,34.391,14.05,0.196,-6.079850,-44.156753
2106102,Loreto,MA,Cerrado,9748,0.9174,25.195,17.43,0.181,-7.238575,-45.241763
2107803,Parnarama,MA,Cerrado,9654,0.9269,44.099,10.96,0.240,-5.676702,-43.438901
1714203,Natividade,TO,Cerrado,9240,0.8437,31.286,38.24,0.433,-11.778159,-47.599518
1503754,Jacareacanga,PA,Amazônia,9153,0.4066,62.923,3.55,1.316,-6.401866,-57.746887
1506187,Rondon do Pará,PA,Amazônia,9095,0.6545,28.960,9.54,0.587,-4.423551,-48.341637
1301704,Humaitá,AM,Amazônia,9019,0.6137,50.147,6.93,0.662,-7.483047,-62.973726
5106174,Nova Nazaré,MT,Cerrado,9007,0.9690,55.711,49.90,0.098,-14.385311,-51.996085
1505502,Paragominas,PA,Amazônia,8894,0.6661,37.031,9.65,1.027,-3.180542,-47.338108
1302900,Maués,AM,Amazônia,8857,0.4696,112.745,12.90,1.173,-6.048558,-58.528102
1300904,Canutama,AM,Amazônia,8731,0.6533,47.293,8.10,0.477,-7.816152,-63.831651
1503606,Itaituba,PA,Amazônia,8394,0.5165,47.626,5.37,1.807,-6.060312,-56.232772
5105309,Luciara,MT,Cerrado,8338,0.8805,60.385,50.12,0.369,-10.994385,-50.942774
1721109,Tocantínia,TO,Cerrado,8240,0.9475,31.699,48.22,0.161,-9.581893,-48.144641
2110906,São Francisco do Maranhão,MA,Cerrado,8107,0.9927,34.967,20.46,0.049,-6.224702,-43.147239
1506583,Santa Maria das Barreiras,PA,Amazônia,8075,0.7820,31.974,17.87,0.963,-8.727369,-50.117962
2909307,Correntina,BA,Cerrado,7683,0.9725,56.954,45.54,0.117,-13.501113,-45.438020
1200302,Feijó,AC,Amazônia,7592,0.4393,21.019,5.41,1.074,-8.527187,-70.416865
2101509,Barão de Grajaú,MA,Cerrado,7529,0.9805,23.704,21.88,0.127,-6.589546,-43.151657
1717800,Ponte Alta do Bom Jesus,TO,Cerrado,7396,0.8335,49.658,19.05,0.261,-11.961058,-46.483457
2111607,São Raimundo das Mangabeiras,MA,Cerrado,7297,0.9719,34.606,18.26,0.123,-6.947024,-45.664530
1713601,Monte do Carmo,TO,Cerrado,7197,0.6998,15.317,9.23,0.295,-10.732906,-47.968200
2903201,Barreiras,BA,Cerrado,7188,0.9283,47.311,30.50,0.247,-12.061006,-45.270438
1505064,Novo Repartimento,PA,Amazônia,7162,0.5893,29.473,2.91,3.028,-4.426845,-50.260021
5105101,Juara,MT,Amazônia,7115,0.5279,37.533,13.55,0.331,-10.913618,-57.416229
2210409,São Miguel do Tapuio,PI,Caatinga,7086,0.9918,44.385,62.69,0.025,-5.628965,-41.228142
1400407,Normandia,RR,Amazônia,7035,0.8165,13.202,4.84,0.531,3.874657,-60.049634
1505304,Oriximiná,PA,Amazônia,6991,0.5931,24.101,7.31,0.774,0.586066,-56.025420
2108009,Pastos Bons,MA,Cerrado,6932,0.9804,23.607,24.74,0.055,-6.624393,-44.153046
2106607,Matões,MA,Cerrado,6927,0.8724,51.914,9.49,0.236,-5.389812,-43.290349
1700400,Almas,TO,Cerrado,6765,0.8946,29.760,24.49,0.296,-11.470324,-47.258051
1508126,Ulianópolis,PA,Amazônia,6675,0.7358,46.089,11.82,0.645,-3.771427,-47.532995
1502764,Cumaru do Norte,PA,Amazônia,6674,0.7831,31.438,19.87,0.992,-8.463666,-51.211855
1707009,Dianópolis,TO,Cerrado,6645,0.8668,31.972,30.99,0.465,-11.705556,-46.789212
1200609,Tarauacá,AC,Amazônia,6637,0.4373,20.328,4.45,1.164,-8.209646,-71.177973
3147006,Paracatu,MG,Cerrado,6581,0.8280,27.687,21.26,0.359,-17.286924,-46.837998
2112308,Tuntum,MA,Cerrado,6490,0.9059,45.183,12.16,0.338,-5.673029,-44.762775
2208106,Pimenteiras,PI,Caatinga,6474,0.9923,49.067,50.42,0.059,-6.217426,-41.263005
2207603,Parnaguá,PI,Cerrado,6413,0.9300,51.026,39.84,0.254,-10.291133,-44.528510
1715259,Novo Jardim,TO,Cerrado,6403,0.9633,49.385,53.30,0.144,-11.782917,-46.583286
1503457,Ipixuna do Pará,PA,Amazônia,6290,0.5524,36.451,5.45,1.261,-2.715589,-47.881394
5103858,Gaúcha do Norte,MT,Amazônia,6270,0.6414,40.894,18.20,0.352,-12.899795,-53.397441
1100940,Cujubim,RO,Amazônia,6237,0.8841,61.475,6.52,0.354,-8.932747,-62.435484
2110005,Santa Luzia,MA,Amazônia,6068,0.9484,42.913,10.09,0.538,-4.330334,-45.941176
2207504,Palmeirais,PI,Caatinga,6050,0.9862,22.742,15.18,0.056,-5.890830,-42.932498
2111953,Sucupira do Riachão,MA,Cerrado,5998,0.9811,21.160,26.02,0.059,-6.383782,-43.485307
1506708,Santana do Araguaia,PA,Amazônia,5995,0.8975,36.027,31.67,0.674,-9.365650,-50.657780
2102325,Buriticupu,MA,Amazônia,5978,0.9023,58.001,13.18,0.404,-4.532489,-46.393398
1720499,São Valério,TO,Cerrado,5973,0.9330,47.893,21.29,0.089,-11.871010,-48.068790
2105476,Jenipapo dos Vieiras,MA,Cerrado,5966,0.7529,39.276,17.35,0.100,-5.445708,-45.560209
1718840,Sandolândia,TO,Cerrado,5959,0.9499,73.550,30.68,0.109,-12.378887,-49.970703
2201903,Bom Jesus,PI,Cerrado,5952,0.9735,42.778,24.99,0.123,-9.145065,-44.816770
5207907,Flores de Goiás,GO,Cerrado,5946,0.9704,25.137,25.85,0.175,-14.771582,-46.869745
1718204,Porto Nacional,TO,Cerrado,5934,0.8758,22.500,11.54,0.488,-10.623803,-48.526579
2204501,Guadalupe,PI,Cerrado,5909,0.9813,57.230,21.41,0.125,-6.871650,-43.696402
2107902,Passagem Franca,MA,Cerrado,5863,0.9440,38.747,14.72,0.146,-6.197113,-43.740768
1502707,Conceição do Araguaia,PA,Amazônia,5735,0.8019,33.800,14.67,0.713,-8.228747,-49.563067
1710508,Itacajá,TO,Cerrado,5731,0.9321,28.868,15.49,0.526,-8.557358,-47.602423
1508001,Tomé-Açu,PA,Amazônia,5692,0.4418,27.130,5.80,1.418,-2.667725,-48.248705
1502939,Dom Eliseu,PA,Amazônia,5649,0.7203,32.643,8.76,0.534,-4.186742,-47.931536
2205300,Jerumenha,PI,Cerrado,5631,0.8979,20.216,15.53,0.334,-7.111379,-43.505129
1400456,Pacaraima,RR,Amazônia,5547,0.6983,14.511,5.24,0.699,4.104673,-60.757560
2112001,Tasso Fragoso,MA,Cerrado,5539,0.9585,39.876,16.10,0.252,-8.273060,-45.847941
5107776,Santa Terezinha,MT,Amazônia,5526,0.9152,42.320,51.24,0.300,-10.269232,-50.589980
2111102,São João dos Patos,MA,Cerrado,5434,0.9343,29.633,23.41,0.176,-6.490318,-43.680392
2112209,Timon,MA,Cerrado,5398,0.9201,25.801,7.40,0.356,-5.204916,-42.995699
2103307,Codó,MA,Cerrado,5380,0.8627,40.108,9.42,0.350,-4.559891,-43.876017
1706100,Cristalândia,TO,Cerrado,5340,0.8432,44.863,26.04,0.282,-10.626375,-49.333729
5101902,Brasnorte,MT,Cerrado,5316,0.4235,50.910,9.59,2.025,-12.447979,-58.087716
5006903,Porto Murtinho,MS,Cerrado,5303,0.8774,29.397,9.71,0.479,-20.802098,-57.216018
2924405,Pilão Arcado,BA,Cerrado,5298,0.9770,47.806,45.34,0.179,-9.982945,-43.327100
3138104,Lassance,MG,Cerrado,5278,0.9100,26.437,42.38,0.175,-17.869579,-44.608804
5208004,Formosa,GO,Cerrado,5268,0.8935,23.502,34.80,0.286,-15.324222,-47.228025
1703842,Campos Lindos,TO,Cerrado,5249,0.9138,23.817,11.89,0.296,-8.220567,-46.888100
2208551,Porto Alegre do Piauí,PI,Cerrado,5204,0.9972,24.651,28.41,0.048,-6.976110,-44.046755
1300706,Boca do Acre,AM,Amazônia,5107,0.5282,29.581,6.65,1.418,-8.982839,-67.812255
5107065,Querência,MT,Amazônia,5060,0.4856,61.729,16.32,0.985,-12.265337,-52.503789
5103056,Cláudia,MT,Amazônia,5055,0.8329,38.606,21.11,0.243,-11.336270,-55.127121
1500859,Anapu,PA,Amazônia,5006,0.6663,22.196,5.17,0.987,-3.520499,-51.343851
1505031,Novo Progresso,PA,Amazônia,4960,0.5932,38.224,10.66,1.976,-8.416159,-55.158321
5107958,Tangará da Serra,MT,Cerrado,4945,0.8125,66.122,14.71,0.349,-14.340971,-58.591561
5106752,Pontes e Lacerda,MT,Amazônia,4931,0.8816,25.799,3.64,0.860,-15.827750,-59.464375
2102002,Bom Jardim,MA,Amazônia,4924,0.8948,49.732,12.10,0.820,-3.958245,-46.433461
2103208,Chapadinha,MA,Cerrado,4909,0.8759,23.351,12.55,0.267,-3.865470,-43.385431
2100956,Arame,MA,Amazônia,4897,0.8982,50.021,10.72,0.278,-5.001237,-45.937800
2208809,Regeneração,PI,Caatinga,4894,0.9943,20.578,30.79,0.038,-6.311929,-42.524540
1400209,Caracaraí,RR,Amazônia,4890,0.4916,38.446,4.95,0.555,1.425685,-60.421562
5205521,Colinas do Sul,GO,Cerrado,4888,0.9674,23.558,16.12,0.181,-13.909465,-48.121953
1100130,Machadinho D'Oeste,RO,Amazônia,4866,0.8376,50.490,8.78,0.768,-9.277071,-62.146194
2202901,Corrente,PI,Cerrado,4842,0.8175,35.413,35.42,0.513,-10.432533,-45.127611
2107308,Nova Iorque,MA,Cerrado,4753,0.9717,26.558,26.78,0.111,-6.751908,-44.048133
2920452,Mansidão,BA,Cerrado,4751,0.9875,64.714,15.94,0.223,-11.176441,-44.110084
5215603,Padre Bernardo,GO,Cerrado,4684,0.8272,22.606,14.64,0.203,-15.399910,-48.226760
1701903,Araguacema,TO,Cerrado,4666,0.9487,59.332,63.63,0.133,-9.034064,-49.589357
2207009,Oeiras,PI,Caatinga,4642,0.9760,48.833,28.50,0.075,-6.876234,-42.124152
2202026,Buriti dos Montes,PI,Caatinga,4626,0.9962,40.024,46.33,0.039,-5.220946,-41.124687
1713205,Miracema do Tocantins,TO,Cerrado,4577,0.8420,29.462,25.79,0.346,-9.628072,-48.493800
2204402,Gilbués,PI,Cerrado,4572,0.9877,26.036,51.90,0.058,-9.580455,-45.523938
5105150,Juína,MT,Cerrado,4504,0.6205,48.958,10.07,0.290,-11.834153,-58.909723
1504208,Marabá,PA,Amazônia,4475,0.8261,23.674,6.66,0.813,-5.629175,-49.644484
2206654,Morro Cabeça no Tempo,PI,Caatinga,4461,0.9792,62.845,46.07,0.138,-9.825990,-43.823334
5300108,Brasília,DF,Cerrado,4453,0.9293,23.574,29.49,0.191,-15.763917,-47.923693
2106359,Marajá do Sena,MA,Amazônia,4421,0.9525,53.467,11.08,0.120,-4.696353,-45.670146
1400704,Uiramutã,RR,Amazônia,4413,0.6426,7.503,4.79,0.896,4.506425,-60.246636
5104559,Itaúba,MT,Amazônia,4363,0.5934,75.413,13.91,0.232,-11.104260,-55.302709
2109700,Sambaíba,MA,Cerrado,4295,0.9346,30.148,14.02,0.506,-7.407885,-45.556258
2208304,Piracuruca,PI,Caatinga,4274,0.9207,30.951,19.86,0.201,-3.839525,-41.612282
5107180,Ribeirão Cascalheira,MT,Cerrado,4243,0.9150,26.752,25.31,0.365,-13.163831,-51.725566
1200401,Rio Branco,AC,Amazônia,4231,0.5302,16.630,5.78,0.981,-10.087255,-68.408321
1507805,Senador José Porfírio,PA,Amazônia,4217,0.5653,18.824,4.02,1.335,-3.527902,-51.957155
5107701,Rosário Oeste,MT,Cerrado,4201,0.9147,33.541,11.58,0.428,-15.001383,-56.373601
1705607,Conceição do Tocantins,TO,Cerrado,4179,0.6728,27.955,22.62,0.636,-12.186436,-47.275392
2902500,Baianópolis,BA,Cerrado,4178,0.9589,66.562,54.62,0.055,-12.604755,-44.512863
2103604,Coroatá,MA,Cerrado,4177,0.8828,44.449,8.81,0.490,-4.113504,-44.169844
5105507,Vila Bela da Santíssima Trindade,MT,Amazônia,4174,0.7746,31.761,7.91,0.980,-14.851335,-60.078819
1504455,Medicilândia,PA,Amazônia,4096,0.4339,17.577,3.22,1.266,-3.207004,-53.104584
2206704,Nazaré do Piauí,PI,Caatinga,4096,0.9754,36.678,23.33,0.084,-6.981892,-42.782568
2112605,Urbano Santos,MA,Cerrado,4087,0.8180,32.458,26.76,0.193,-3.266787,-43.290478
5100359,Alto Boa Vista,MT,Cerrado,4023,0.9440,44.562,43.86,0.069,-11.813481,-51.600921
5102702,Canarana,MT,Cerrado,4011,0.8085,35.690,29.60,0.319,-13.515671,-52.214887
1504802,Monte Alegre,PA,Amazônia,3984,0.3168,23.539,2.33,1.564,-1.614272,-54.211700
1500206,Acará,PA,Amazônia,3983,0.2412,14.927,3.24,2.230,-2.048003,-48.381350
5213087,Minaçu,GO,Cerrado,3964,0.8623,15.646,9.73,0.420,-13.507116,-48.321467
5108303,União do Sul,MT,Amazônia,3960,0.4314,29.059,11.42,0.640,-11.522390,-54.332969
2922250,Muquém do São Francisco,BA,Cerrado,3949,0.8449,46.262,23.88,0.522,-12.142759,-43.510442
3136306,João Pinheiro,MG,Cerrado,3919,0.8899,32.409,35.25,0.301,-17.460440,-46.026637
5108600,Vila Rica,MT,Amazônia,3911,0.8814,38.559,33.97,0.348,-9.997198,-51.535462
3171006,Vazante,MG,Cerrado,3907,0.8030,37.529,17.58,0.136,-17.765169,-46.786664
2104099,Formosa da Serra Negra,MA,Cerrado,3893,0.7960,41.133,12.38,0.680,-6.520792,-46.170191
1507953,Tailândia,PA,Amazônia,3891,0.5980,20.606,7.21,1.587,-2.937136,-48.693541
2100600,Amarante do Maranhão,MA,Cerrado,3883,0.7286,29.794,9.26,0.694,-5.350833,-46.607727
1600709,Tartarugalzinho,AP,Amazônia,3874,0.8892,26.417,16.37,0.362,1.210335,-50.949865
2108256,Pedro do Rosário,MA,Amazônia,3858,0.9611,56.101,7.00,0.314,-2.947005,-45.394146
1100338,Nova Mamoré,RO,Amazônia,3829,0.8180,36.437,6.09,0.461,-10.320799,-64.579320
2210102,São José do Peixe,PI,Caatinga,3823,0.9858,47.002,53.09,0.179,-7.617916,-42.573213
2933455,Wanderley,BA,Cerrado,3818,0.8954,47.243,14.12,0.415,-11.754509,-43.936786
1600303,Macapá,AP,Amazônia,3812,0.7773,24.915,13.43,0.800,0.443488,-50.865751
2203230,Currais,PI,Cerrado,3791,0.9638,31.051,33.48,0.199,-8.793938,-44.746442
1503093,Goianésia do Pará,PA,Amazônia,3789,0.6943,27.536,9.99,1.104,-3.894092,-48.969629
2205607,Landri Sales,PI,Cerrado,3778,0.9890,24.483,27.63,0.086,-7.297302,-43.932005
1721000,Palmas,TO,Cerrado,3719,0.8637,18.070,12.93,0.403,-10.225898,-48.173214
1501782,Breu Branco,PA,Amazônia,3718,0.6781,32.544,9.25,1.307,-3.644021,-49.321120
2110658,São Domingos do Azeitão,MA,Cerrado,3702,0.9518,23.849,26.42,0.243,-6.849104,-44.604230
2110104,Santa Quitéria do Maranhão,MA,Cerrado,3678,0.9014,23.621,21.48,0.205,-3.346141,-42.931481
1500404,Alenquer,PA,Amazônia,3649,0.1979,19.287,1.64,2.019,-1.604252,-54.896990
3104502,Arinos,MG,Cerrado,3629,0.8369,19.353,14.97,0.117,-15.715357,-46.071289
2208858,Riacho Frio,PI,Cerrado,3629,0.9639,48.420,29.23,0.132,-9.964074,-44.823319
1500503,Almeirim,PA,Amazônia,3575,0.4406,18.980,3.80,1.281,-1.120092,-53.147073
5103700,Feliz Natal,MT,Amazônia,3552,0.3777,30.607,11.42,0.602,-12.259569,-54.606193
1508050,Trairão,PA,Amazônia,3536,0.3376,30.615,2.97,2.001,-4.986141,-55.995325
5106422,Peixoto de Azevedo,MT,Amazônia,3533,0.8467,28.992,51.41,0.320,-10.234286,-53.682706
1715101,Novo Acordo,TO,Cerrado,3522,0.8782,34.324,35.06,0.339,-10.151250,-47.348272
,SANTO ANTÔNIO DO LEVERGER,MT,Pantanal,3517,0.9511,51.348,28.14,0.321,-16.388572,-55.345868
2205904,Manoel Emídio,PI,Cerrado,3494,0.9670,42.091,50.46,0.142,-8.206012,-44.016950
5218300,Posse,GO,Cerrado,3494,0.9971,57.165,64.79,0.007,-14.193381,-46.248102
1707306,Dueré,TO,Cerrado,3476,0.7918,28.236,34.82,0.669,-11.275170,-49.520976
2205102,Itaueira,PI,Caatinga,3458,0.9669,22.284,30.64,0.251,-7.496868,-43.188393
3109303,Buritis,MG,Cerrado,3424,0.9407,17.894,21.38,0.111,-15.463650,-46.531963
5217609,Planaltina,GO,Cerrado,3418,0.6941,11.558,13.82,0.217,-15.289511,-47.899605
4318200,São Francisco de Paula,RS,Mata Atlântica,3402,0.1710,7.729,3.73,0.199,-29.171733,-50.570161
1718899,Santa Rita do Tocantins,TO,Cerrado,3392,0.7944,34.799,31.75,0.454,-10.955721,-49.402060
5214903,Nova Roma,GO,Cerrado,3377,0.9555,8.619,61.92,0.183,-13.681074,-46.957775
2930154,Serra do Ramalho,BA,Cerrado,3365,0.9406,50.543,22.83,0.278,-13.432588,-43.699639
1501006,Aveiro,PA,Amazônia,3355,0.3192,25.710,3.70,0.836,-3.768312,-55.746237
1400159,Bonfim,RR,Amazônia,3333,0.7442,20.683,5.41,0.432,2.972723,-60.114793
1100809,Candeias do Jamari,RO,Amazônia,3322,0.8047,40.921,7.18,0.737,-8.811151,-63.181515
1718501,Recursolândia,TO,Cerrado,3300,0.9238,19.746,16.17,0.246,-8.690864,-47.145199
1506005,Prainha,PA,Amazônia,3294,0.3907,21.016,3.00,1.001,-1.891956,-53.727703
1200500,Sena Madureira,AC,Amazônia,3292,0.4063,12.967,3.89,1.190,-9.596691,-68.944959
2918407,Juazeiro,BA,Caatinga,3239,0.9621,43.997,16.38,0.590,-9.480474,-40.371740
2105708,Lago da Pedra,MA,Cerrado,3221,0.9264,48.342,9.13,0.154,-4.788840,-45.244994
1506807,Santarém,PA,Amazônia,3221,0.2212,17.442,2.35,1.576,-2.496365,-55.097910
2102036,Bom Jesus das Selvas,MA,Amazônia,3209,0.9076,48.123,9.91,0.371,-4.625698,-46.669772
5106208,Nova Brasilândia,MT,Cerrado,3195,0.9455,40.013,19.60,0.070,-14.917572,-54.859551
2211308,Valença do Piauí,PI,Caatinga,3166,0.9863,34.743,43.05,0.040,-6.370895,-41.795163
1720150,São Félix do Tocantins,TO,Cerrado,3148,0.9559,39.178,61.60,0.058,-10.061329,-46.683786
5220009,São João d'Aliança,GO,Cerrado,3144,0.8898,17.979,61.32,0.336,-14.476481,-47.374732
2210508,São Pedro do Piauí,PI,Caatinga,3144,0.9920,22.571,8.91,0.043,-5.794532,-42.811754
1400175,Cantá,RR,Amazônia,3142,0.5724,38.160,5.67,0.320,2.260571,-60.473838
5103379,Cotriguaçu,MT,Amazônia,3123,0.5833,33.462,8.22,0.758,-9.402359,-58.765187
2100055,Açailândia,MA,Amazônia,3103,0.8325,28.059,9.80,0.620,-4.806524,-47.314680
2304103,Crateús,CE,Caatinga,3075,0.9870,21.138,46.98,0.051,-5.231179,-40.758107
1505908,Porto de Moz,PA,Amazônia,3054,0.3377,23.777,2.84,1.250,-2.114600,-52.169784
3170404,Unaí,MG,Cerrado,3038,0.8803,15.673,23.15,0.350,-16.368383,-46.890838
1508159,Uruará,PA,Amazônia,3035,0.3496,19.395,2.75,1.303,-3.545318,-53.813321
1718881,Santa Maria do Tocantins,TO,Cerrado,3006,0.9421,30.043,20.32,0.189,-8.819809,-47.830979
2901403,Angical,BA,Cerrado,2999,0.9492,33.125,47.35,0.229,-12.014344,-44.739579
1715705,Palmeirante,TO,Cerrado,2997,0.8466,39.963,14.73,0.428,-7.910862,-48.189527
5107768,Santa Rita do Trivelato,MT,Cerrado,2985,0.3319,35.586,14.66,0.339,-14.007872,-55.149150
1502103,Cametá,PA,Amazônia,2977,0.3750,28.573,3.63,1.377,-2.377944,-49.488481
1100080,Costa Marques,RO,Amazônia,2968,0.8277,34.218,10.01,0.614,-12.353398,-63.946105
5212204,Jussara,GO,Cerrado,2957,0.5149,27.668,10.68,0.513,-15.712103,-51.142907
2207405,Palmeira do Piauí,PI,Cerrado,2956,0.9482,27.124,26.99,0.173,-8.497753,-44.620832
2201309,Barreiras do Piauí,PI,Cerrado,2945,0.9948,23.576,52.52,0.049,-9.937149,-45.709127
5100250,Alta Floresta,MT,Amazônia,2943,0.5403,58.198,15.98,0.253,-9.694116,-56.163982
2101707,Barreirinhas,MA,Cerrado,2938,0.8430,19.325,30.95,0.220,-2.979760,-42.939657
2111078,São João do Soter,MA,Cerrado,2938,0.7649,42.132,8.61,0.234,-5.043759,-43.732936
1701002,Ananás,TO,Cerrado,2908,0.4283,80.582,5.56,0.670,-6.178881,-48.064451
2210904,Socorro do Piauí,PI,Caatinga,2902,0.9923,69.565,59.38,0.024,-7.796078,-42.529814
